price,type,code_postal,nb_pieces,surface
452000.0,0,78470,4.0,85.0
454000.0,0,92600,4.0,84.0
457000.0,1,44740,5.0,160.0
459000.0,0,77310,4.0,99.0
459300.0,0,44510,5.0,77.0
460000.0,0,75020,2.0,53.0
460000.0,0,92000,3.0,63.0
465000.0,0,92700,4.0,86.0
465000.0,0,75019,3.0,54.0
465000.0,0,75017,3.0,44.0
469000.0,0,6160,3.0,55.0
469000.0,1,83520,4.0,90.0
469000.0,0,83700,4.0,98.0
470000.0,3,83150,3.0,65.0
470000.0,1,95160,5.0,103.0
470000.0,1,91490,4.0,228.0
470000.0,0,91570,4.0,90.0
470000.0,1,77300,4.0,228.0
472500.0,0,6000,2.0,68.0
55000.0,1,59271,4.0,75.0
55000.0,0,13015,4.0,73.0
55000.0,0,62400,3.0,59.0
55000.0,2,62520,0.0,5.0
55000.0,0,25720,3.0,33.0
55000.0,1,70120,5.0,120.0
55000.0,2,83000,0.0,17.0
55000.0,1,77760,4.0,91.0
55000.0,2,90000,0.0,16.0
55000.0,1,35720,2.0,45.0
55000.0,0,13003,3.0,50.0
55000.0,2,13001,0.0,20.0
55000.0,0,70100,4.0,100.0
55000.0,2,4260,0.0,14.0
55000.0,2,77920,0.0,20.0
55000.0,2,83200,0.0,30.0
55000.0,2,92410,0.0,10.0
55000.0,1,85320,4.0,107.0
55000.0,2,13100,0.0,16.0
55000.0,2,75017,0.0,7.0
55000.0,1,70500,3.0,86.0
55000.0,1,39140,2.0,60.0
55000.0,1,56430,0.0,350.0
55000.0,1,62160,2.0,49.0
55000.0,1,35610,0.0,100.0
55000.0,2,13003,0.0,20.0
55000.0,0,59200,2.0,44.0
55000.0,1,22230,3.0,80.0
55000.0,1,29520,4.0,60.0
55000.0,0,13015,4.0,73.0
55000.0,1,29380,3.0,105.0
55000.0,0,83300,2.0,38.0
55000.0,0,13014,2.0,30.0
55000.0,1,59550,4.0,65.0
55000.0,2,5250,0.0,26.0
55000.0,1,59264,2.0,25.0
55000.0,1,62190,3.0,49.0
55000.0,1,77710,4.0,90.0
55000.0,2,4260,0.0,17.0
55000.0,1,56480,2.0,54.0
55000.0,1,35130,0.0,55.0
55000.0,1,72110,2.0,140.0
55000.0,2,75006,0.0,7.0
55000.0,0,72120,3.0,64.0
55000.0,2,59100,0.0,20.0
55000.0,1,22600,4.0,60.0
55000.0,1,62160,2.0,49.0
55000.0,1,35610,0.0,100.0
55000.0,1,22570,4.0,110.0
55000.0,1,59460,2.0,51.0
55000.0,2,83200,0.0,30.0
55000.0,2,44000,0.0,11.0
55000.0,2,92410,0.0,10.0
55000.0,2,4260,0.0,18.0
55000.0,1,29530,3.0,42.0
55000.0,2,59170,0.0,35.0
55000.0,2,84000,0.0,21.0
55000.0,1,70150,3.0,230.0
55000.0,2,13300,0.0,21.0
55000.0,2,44000,0.0,11.0
55000.0,1,53190,3.0,86.0
55000.0,2,44470,0.0,21.0
55000.0,1,72110,2.0,140.0
55000.0,2,75006,0.0,7.0
55000.0,1,70100,2.0,50.0
55000.0,1,56480,2.0,54.0
55000.0,0,13003,3.0,50.0
55000.0,0,25200,3.0,60.0
55000.0,1,59259,3.0,47.0
55000.0,2,39000,0.0,29.0
55000.0,2,92410,0.0,10.0
55000.0,1,85320,4.0,107.0
55000.0,1,59271,4.0,75.0
55000.0,0,13015,4.0,73.0
55000.0,0,62400,3.0,59.0
55000.0,2,62520,0.0,5.0
55000.0,1,53640,3.0,67.0
55000.0,0,77460,3.0,23.0
55000.0,1,85200,0.0,91.0
55000.0,1,84760,2.0,80.0
55000.0,1,70120,5.0,88.0
55000.0,0,70300,5.0,68.0
55000.0,1,70500,4.0,83.0
55000.0,2,44470,0.0,21.0
55000.0,1,59460,2.0,51.0
55000.0,1,22640,4.0,200.0
55000.0,1,59154,4.0,105.0
55000.0,2,44000,0.0,11.0
55000.0,1,29530,3.0,42.0
55000.0,2,84000,0.0,21.0
55000.0,1,70150,3.0,230.0
55000.0,2,13300,0.0,21.0
55000.0,1,70600,5.0,155.0
55000.0,1,62121,3.0,93.0
55200.0,1,4320,3.0,60.0
55390.0,1,62141,3.0,67.0
55400.0,2,85000,0.0,17.0
55500.0,2,49120,0.0,31.0
55500.0,1,22390,6.0,93.0
55500.0,2,59100,0.0,21.0
55500.0,1,49300,3.0,255.0
55500.0,2,49120,0.0,31.0
55500.0,1,53160,2.0,55.0
55600.0,2,35000,0.0,34.0
55790.0,1,22210,4.0,73.0
55900.0,1,22200,2.0,53.0
55900.0,1,59360,4.0,90.0
55900.0,2,6620,0.0,23.0
55942.0,2,84000,0.0,20.0
56000.0,0,53170,3.0,85.0
56000.0,1,62190,3.0,48.0
56000.0,2,13200,0.0,16.0
56000.0,1,5150,2.0,51.0
56000.0,2,59280,0.0,15.0
56000.0,1,59400,4.0,55.0
56000.0,2,5250,0.0,26.0
56000.0,0,83830,2.0,39.0
56000.0,2,83510,0.0,21.0
56000.0,1,53270,3.0,80.0
56000.0,0,25200,3.0,65.0
56000.0,1,77890,2.0,54.0
56000.0,0,13015,4.0,68.0
56000.0,1,22270,3.0,120.0
56000.0,2,53000,0.0,18.0
56000.0,2,83500,0.0,18.0
56000.0,2,93400,0.0,10.0
56000.0,1,84600,3.0,49.0
56000.0,1,44170,0.0,68.0
56000.0,1,84600,5.0,91.0
56000.0,1,62270,4.0,48.0
56000.0,2,29000,0.0,13.0
56000.0,2,35000,0.0,12.0
56000.0,1,39000,6.0,90.0
56000.0,1,29180,4.0,105.0
56000.0,0,35600,4.0,30.0
56000.0,2,84200,0.0,23.0
56000.0,1,44660,4.0,76.0
56000.0,1,29650,2.0,70.0
56000.0,1,29540,4.0,800.0
56000.0,2,13015,0.0,32.0
56000.0,2,77160,0.0,20.0
56000.0,1,53270,4.0,120.0
56000.0,1,35420,3.0,50.0
56000.0,2,59100,0.0,18.0
56000.0,0,6440,2.0,51.0
56000.0,1,49490,3.0,96.0
56000.0,0,13015,4.0,70.0
56000.0,2,77320,0.0,20.0
56000.0,2,75010,0.0,7.0
56000.0,2,59280,0.0,20.0
56000.0,1,59264,2.0,30.0
56000.0,2,56890,0.0,20.0
56000.0,1,53700,4.0,120.0
56000.0,1,72320,3.0,48.0
56000.0,0,84100,3.0,48.0
56000.0,0,13015,3.0,65.0
56000.0,2,84200,0.0,25.0
56000.0,2,13003,0.0,17.0
56000.0,0,25150,4.0,91.0
56000.0,0,13014,3.0,50.0
56000.0,2,78160,0.0,11.0
56000.0,0,39110,2.0,56.0
56000.0,1,29410,8.0,110.0
56000.0,1,56110,3.0,79.0
56000.0,1,59450,3.0,70.0
56000.0,1,29270,0.0,30.0
56000.0,2,83500,0.0,18.0
56040.0,1,85700,5.0,95.0
56040.0,1,85700,2.0,152.0
56180.0,1,72160,2.0,31.0
56180.0,3,29190,7.0,119.0
56185.0,1,56350,2.0,43.0
56200.0,2,59100,0.0,18.0
56200.0,2,59100,0.0,18.0
56250.0,2,4000,0.0,26.0
56250.0,0,4200,3.0,75.0
56250.0,1,49330,6.0,135.0
56300.0,1,49250,2.0,44.0
56316.0,1,49330,3.0,65.0
56400.0,2,59100,0.0,18.0
56400.0,1,35190,2.0,60.0
56500.0,1,22340,5.0,85.0
56500.0,0,62290,2.0,65.0
56500.0,2,4260,0.0,19.0
56500.0,2,75007,0.0,12.0
56500.0,0,59540,2.0,35.0
56500.0,2,22100,0.0,13.0
56500.0,0,62360,2.0,32.0
56900.0,1,29246,3.0,300.0
56940.0,2,59500,0.0,25.0
56950.0,1,72600,4.0,87.0
57000.0,2,6620,0.0,26.0
57000.0,0,83260,2.0,15.0
57000.0,1,72110,4.0,108.0
57000.0,2,13009,0.0,10.0
57000.0,1,22260,3.0,60.0
57000.0,1,62190,3.0,60.0
57000.0,2,94130,0.0,9.0
475000.0,0,75012,3.0,45.0
475000.0,1,92000,5.0,100.0
479000.0,0,6100,4.0,104.0
479000.0,0,75014,2.0,37.0
479900.0,0,6110,4.0,111.0
480000.0,0,94400,3.0,73.0
480000.0,1,95160,6.0,115.0
480000.0,0,92110,3.0,51.0
484000.0,1,95470,8.0,190.0
489900.0,1,77340,7.0,139.0
490000.0,0,93250,4.0,100.0
490000.0,0,92110,3.0,60.0
490000.0,1,6950,3.0,85.0
491000.0,0,94100,3.0,60.0
493000.0,0,6400,4.0,80.0
495000.0,0,6300,3.0,49.0
495000.0,0,94230,4.0,75.0
495000.0,0,13008,4.0,95.0
495000.0,1,78113,5.0,115.0
498900.0,1,22000,9.0,207.0
57000.0,2,13430,0.0,18.0
57000.0,2,56890,0.0,31.0
57000.0,0,25200,3.0,57.0
57000.0,2,59300,0.0,19.0
57000.0,1,22570,2.0,60.0
57000.0,0,77320,2.0,25.0
57000.0,0,4110,2.0,37.0
57000.0,2,4260,0.0,21.0
57000.0,1,29190,3.0,100.0
57000.0,1,49310,3.0,70.0
57000.0,2,59210,0.0,38.0
57000.0,0,13003,2.0,34.0
57000.0,1,39160,4.0,110.0
57000.0,2,56890,0.0,20.0
57000.0,2,6000,0.0,13.0
57000.0,0,91150,2.0,45.0
57000.0,1,35300,2.0,39.0
57000.0,1,77140,0.0,39.0
57000.0,1,77140,0.0,39.0
57000.0,2,83720,0.0,26.0
57000.0,2,75019,0.0,10.0
57000.0,1,59970,3.0,50.0
57000.0,0,6110,8.0,63.0
57000.0,1,44140,0.0,250.0
57000.0,0,83260,2.0,15.0
57000.0,1,59600,6.0,97.0
57000.0,2,6620,0.0,26.0
57000.0,1,22260,3.0,60.0
57000.0,2,13009,0.0,10.0
57000.0,2,94130,0.0,8.0
57080.0,2,44470,0.0,21.0
57100.0,1,56910,3.0,52.0
57140.0,2,13100,0.0,16.0
57183.0,1,56910,3.0,44.0
57200.0,0,6000,2.0,14.0
57200.0,2,35000,0.0,15.0
57240.0,2,35000,0.0,9.0
57250.0,2,93300,0.0,18.0
57300.0,2,62000,0.0,21.0
57400.0,2,5560,0.0,16.0
57437.0,2,35700,0.0,20.0
57500.0,2,5500,0.0,24.0
57500.0,1,62140,4.0,100.0
57500.0,0,72200,2.0,30.0
57500.0,1,59360,4.0,58.0
57500.0,2,83000,0.0,18.0
57500.0,2,22100,0.0,13.0
57500.0,2,59100,0.0,20.0
57500.0,1,29246,3.0,75.0
57500.0,1,35750,5.0,247.0
57500.0,2,83000,0.0,19.0
57500.0,2,77260,0.0,21.0
57500.0,3,85260,5.0,110.0
57500.0,2,83000,0.0,20.0
57500.0,0,72200,2.0,30.0
57500.0,2,78120,0.0,14.0
57770.0,2,44300,0.0,19.0
57852.0,0,49400,2.0,38.0
57890.0,1,59119,3.0,55.0
57900.0,2,59300,0.0,22.0
57900.0,2,5260,0.0,20.0
58000.0,1,53120,4.0,65.0
58000.0,0,84810,2.0,34.0
58000.0,2,62210,0.0,36.0
58000.0,2,84000,0.0,19.0
58000.0,0,91170,5.0,68.0
58000.0,1,91670,2.0,35.0
58000.0,2,44119,0.0,27.0
58000.0,0,62400,2.0,63.0
58000.0,2,78740,0.0,14.0
58000.0,2,44119,0.0,27.0
58000.0,0,6470,3.0,33.0
58000.0,0,59100,2.0,39.0
58000.0,1,53800,3.0,76.0
58000.0,0,90100,3.0,65.0
58000.0,2,84000,0.0,18.0
58000.0,2,59300,0.0,21.0
58000.0,2,84000,0.0,17.0
58000.0,1,62260,5.0,91.0
58000.0,2,13010,0.0,19.0
58000.0,0,90100,3.0,46.0
58000.0,2,92100,0.0,6.0
58000.0,0,90000,3.0,65.0
58000.0,0,84200,2.0,28.0
58000.0,0,35000,2.0,14.0
58000.0,2,4260,0.0,21.0
58000.0,1,35130,3.0,76.0
58000.0,0,25720,2.0,33.0
58000.0,2,13005,0.0,10.0
58000.0,0,6750,2.0,31.0
58000.0,0,90000,4.0,65.0
58000.0,0,90100,2.0,40.0
58000.0,2,93160,0.0,18.0
58000.0,0,6750,2.0,31.0
58000.0,0,70000,3.0,57.0
58000.0,1,4300,2.0,45.0
58000.0,2,5600,0.0,18.0
58000.0,2,93160,0.0,18.0
58000.0,0,6750,2.0,31.0
58000.0,2,44119,0.0,27.0
58000.0,0,62400,2.0,63.0
58000.0,1,44170,0.0,60.0
58000.0,2,13100,0.0,23.0
58000.0,2,94350,0.0,18.0
58000.0,2,75013,0.0,10.0
58000.0,1,59187,3.0,95.0
58080.0,1,53640,5.0,111.0
58100.0,2,22100,0.0,13.0
58183.0,1,35660,3.0,49.0
58183.0,1,35660,3.0,49.0
58300.0,1,22480,3.0,50.0
58300.0,1,29530,3.0,67.0
58300.0,2,4400,0.0,25.0
58300.0,1,29690,3.0,51.0
58500.0,1,72320,3.0,79.0
58500.0,0,70400,2.0,42.0
58500.0,2,83670,0.0,23.0
58500.0,0,4000,3.0,42.0
58500.0,0,70400,2.0,42.0
58500.0,0,70300,4.0,68.0
58500.0,3,22250,2.0,125.0
58500.0,2,59100,0.0,18.0
58500.0,0,70300,4.0,68.0
58500.0,1,72320,3.0,79.0
58600.0,1,85240,5.0,130.0
58600.0,2,13003,0.0,20.0
58667.0,2,49400,0.0,39.0
58700.0,2,75018,0.0,7.0
58800.0,1,53160,3.0,58.0
58850.0,1,53250,2.0,70.0
58900.0,1,72800,4.0,110.0
58900.0,2,72100,0.0,18.0
58900.0,2,59300,0.0,28.0
58920.0,2,85000,0.0,21.0
58990.0,1,56580,2.0,57.0
59000.0,0,84700,4.0,67.0
59000.0,2,75002,0.0,6.0
59000.0,0,39200,2.0,68.0
59000.0,2,13008,0.0,10.0
59000.0,1,44630,0.0,71.0
59000.0,2,6130,0.0,16.0
59000.0,2,59140,0.0,18.0
59000.0,1,49310,2.0,60.0
59000.0,2,44000,0.0,12.0
59000.0,1,53380,3.0,90.0
59000.0,1,62920,4.0,70.0
59000.0,0,25200,3.0,57.0
59000.0,1,4140,3.0,47.0
59000.0,1,25800,0.0,130.0
59000.0,0,84100,2.0,29.0
59000.0,2,75018,0.0,7.0
59000.0,0,4000,2.0,34.0
59000.0,0,13014,4.0,77.0
59000.0,1,22780,3.0,40.0
59000.0,1,70500,5.0,115.0
59000.0,0,83510,2.0,32.0
59000.0,2,44300,0.0,20.0
59000.0,2,25000,0.0,15.0
59000.0,1,84840,0.0,65.0
59000.0,1,44630,0.0,71.0
59000.0,1,5150,5.0,85.0
59000.0,1,39000,4.0,80.0
59000.0,3,56350,2.0,100.0
59000.0,2,13001,0.0,10.0
59000.0,1,39570,5.0,150.0
59000.0,2,44000,0.0,12.0
59000.0,0,39200,2.0,68.0
59000.0,0,83720,2.0,20.0
59000.0,2,44000,0.0,21.0
59000.0,0,4000,2.0,34.0
59000.0,0,13014,4.0,77.0
59000.0,0,84100,2.0,29.0
59000.0,2,75018,0.0,7.0
59000.0,2,13008,0.0,10.0
59000.0,1,44630,0.0,71.0
59000.0,1,5150,5.0,85.0
59000.0,1,39000,4.0,80.0
59000.0,3,56350,2.0,100.0
59000.0,1,62920,4.0,70.0
59000.0,0,25200,3.0,57.0
59000.0,0,84700,4.0,67.0
59000.0,2,75002,0.0,6.0
59000.0,2,44000,0.0,12.0
59000.0,1,53380,3.0,90.0
59000.0,0,39200,2.0,68.0
59000.0,1,39570,5.0,150.0
59000.0,2,25000,0.0,15.0
59000.0,0,6450,2.0,30.0
59000.0,2,78600,0.0,10.0
59000.0,2,5600,0.0,18.0
59000.0,1,72500,2.0,54.0
59000.0,2,39000,0.0,80.0
499000.0,0,44000,4.0,124.0
499000.0,1,78310,6.0,156.0
499000.0,1,78640,6.0,125.0
499000.0,0,92800,2.0,51.0
499200.0,0,83700,4.0,88.0
499200.0,0,44500,3.0,55.0
499900.0,0,92130,2.0,37.0
500000.0,2,75007,0.0,33.0
503000.0,0,44500,3.0,55.0
504000.0,1,95550,5.0,97.0
505000.0,0,13008,4.0,100.0
507452.0,0,92430,3.0,58.0
512000.0,0,44000,4.0,98.0
515000.0,0,92350,4.0,82.0
515000.0,0,92140,4.0,83.0
519000.0,0,13006,4.0,87.0
520000.0,0,78112,4.0,100.0
520000.0,0,92290,4.0,82.0
521000.0,0,75010,3.0,50.0
523390.0,1,85630,8.0,161.0
59000.0,2,6620,0.0,35.0
59000.0,1,53350,4.0,70.0
59000.0,0,25310,3.0,48.0
59000.0,0,84400,4.0,75.0
59000.0,1,49440,3.0,90.0
59000.0,1,39570,0.0,100.0
59000.0,2,6130,0.0,16.0
59000.0,1,22250,2.0,105.0
59000.0,0,6450,2.0,30.0
59000.0,2,78600,0.0,10.0
59000.0,2,5600,0.0,18.0
59000.0,1,72500,2.0,54.0
59000.0,2,22000,0.0,27.0
59000.0,0,5250,2.0,22.0
59000.0,2,39000,0.0,80.0
59000.0,3,59630,5.0,78.0
59000.0,0,70220,5.0,97.0
59000.0,2,59000,0.0,19.0
59000.0,1,29690,3.0,55.0
59000.0,0,6450,2.0,31.0
59000.0,0,90300,3.0,61.0
59000.0,0,6450,3.0,65.0
59000.0,2,13090,0.0,24.0
59000.0,0,4240,2.0,33.0
59000.0,1,53350,4.0,70.0
59000.0,0,25310,3.0,48.0
59000.0,0,84400,4.0,75.0
59000.0,1,49440,3.0,90.0
59000.0,1,85270,3.0,30.0
59000.0,0,90100,2.0,45.0
59000.0,0,84200,2.0,47.0
59000.0,0,59192,3.0,54.0
59000.0,2,83170,0.0,40.0
59000.0,2,4400,0.0,18.0
59099.0,1,72370,3.0,70.0
59100.0,2,59100,0.0,18.0
59100.0,2,59100,0.0,18.0
59125.0,1,85110,5.0,148.0
59125.0,1,85110,4.0,93.0
59130.0,1,59540,6.0,80.0
59315.0,2,4400,0.0,16.0
59350.0,0,56520,2.0,31.0
59400.0,1,22780,3.0,61.0
59400.0,1,72320,3.0,87.0
59400.0,1,72160,6.0,96.0
59400.0,1,22110,7.0,143.0
59400.0,2,83100,0.0,19.0
59450.0,2,56520,0.0,31.0
59450.0,2,56520,0.0,32.0
59500.0,1,70320,0.0,200.0
59500.0,2,94550,0.0,21.0
59500.0,0,70300,3.0,65.0
59500.0,2,59260,0.0,14.0
59500.0,0,62200,2.0,42.0
59500.0,1,53340,5.0,110.0
59500.0,0,70220,4.0,111.0
59500.0,0,70300,3.0,65.0
59500.0,1,59172,6.0,85.0
59500.0,1,29690,3.0,49.0
59500.0,0,70300,3.0,53.0
59500.0,1,85120,5.0,94.0
59500.0,0,70300,3.0,65.0
59500.0,2,29200,0.0,27.0
59500.0,0,62200,2.0,42.0
59500.0,1,22320,6.0,99.0
59500.0,1,53340,5.0,110.0
59500.0,2,83000,0.0,22.0
59510.0,1,35640,3.0,85.0
59600.0,0,13015,4.0,68.0
59625.0,2,4000,0.0,21.0
59675.0,1,22350,3.0,55.0
59700.0,1,56320,5.0,130.0
59750.0,1,53120,4.0,79.0
59750.0,1,53120,3.0,57.0
59750.0,1,72240,5.0,89.0
59800.0,1,56770,3.0,40.0
59800.0,1,59540,6.0,111.0
59800.0,1,59540,5.0,110.0
59800.0,0,13014,3.0,63.0
59800.0,3,59540,5.0,59.0
59800.0,1,59540,5.0,110.0
59800.0,3,59540,5.0,59.0
59800.0,0,13014,3.0,63.0
59800.0,1,59540,6.0,111.0
59863.0,0,84000,4.0,65.0
59868.0,2,72100,0.0,24.0
59900.0,1,22530,0.0,100.0
59900.0,1,62310,2.0,35.0
59900.0,2,78160,0.0,12.0
59900.0,2,59300,0.0,28.0
59900.0,2,6220,0.0,16.0
59900.0,2,25800,0.0,22.0
59900.0,2,13015,0.0,28.0
59900.0,2,91310,0.0,14.0
59900.0,1,72140,3.0,91.0
59900.0,0,90000,2.0,44.0
59900.0,0,22000,2.0,35.0
59900.0,2,75008,0.0,10.0
59900.0,1,56920,2.0,75.0
59900.0,2,4260,0.0,18.0
59900.0,1,72140,3.0,91.0
59900.0,2,13004,0.0,13.0
59900.0,2,77160,0.0,20.0
59900.0,2,25800,0.0,22.0
59900.0,1,53190,4.0,95.0
59900.0,2,77120,0.0,12.0
59900.0,2,83690,0.0,24.0
59900.0,1,59220,5.0,92.0
59900.0,1,35460,5.0,130.0
59911.0,2,94800,0.0,23.0
59950.0,0,22000,2.0,35.0
59950.0,1,56310,0.0,62.0
59950.0,2,29200,0.0,13.0
59990.0,1,77118,2.0,45.0
59990.0,1,22600,5.0,90.0
59990.0,2,4800,0.0,23.0
59999.0,0,13003,2.0,35.0
60000.0,2,6130,0.0,29.0
60000.0,2,83780,0.0,23.0
60000.0,0,59600,4.0,64.0
60000.0,1,44590,3.0,43.0
60000.0,2,29000,0.0,18.0
60000.0,2,75019,0.0,6.0
60000.0,1,62460,2.0,60.0
60000.0,1,25610,4.0,78.0
60000.0,1,85710,3.0,70.0
60000.0,0,25200,3.0,60.0
60000.0,1,39330,5.0,80.0
60000.0,1,44690,4.0,80.0
60000.0,1,39130,0.0,230.0
60000.0,1,62310,4.0,75.0
60000.0,2,35000,0.0,13.0
60000.0,1,70320,10.0,190.0
60000.0,2,6130,0.0,29.0
60000.0,2,83780,0.0,23.0
60000.0,0,44600,2.0,19.0
60000.0,0,6450,3.0,41.0
60000.0,1,39200,4.0,60.0
60000.0,0,6450,3.0,41.0
60000.0,2,92500,0.0,9.0
60000.0,1,39130,0.0,230.0
60000.0,1,62310,4.0,75.0
60000.0,2,35000,0.0,13.0
60000.0,1,22630,2.0,55.0
60000.0,1,70240,4.0,97.0
60000.0,1,49450,0.0,90.0
60000.0,1,44590,3.0,43.0
60000.0,2,75017,0.0,9.0
60000.0,2,6850,0.0,108.0
60000.0,1,77100,0.0,50.0
60000.0,0,6450,3.0,41.0
60000.0,2,92500,0.0,9.0
60000.0,1,53700,2.0,85.0
60000.0,0,77480,2.0,36.0
60000.0,0,6440,2.0,26.0
60000.0,2,75017,0.0,8.0
60000.0,0,84400,4.0,73.0
60000.0,0,13015,2.0,33.0
60000.0,0,72100,3.0,63.0
60000.0,0,25750,3.0,90.0
60000.0,0,83300,2.0,37.0
60000.0,0,83390,5.0,42.0
60000.0,1,70800,3.0,97.0
60000.0,1,49600,4.0,180.0
60000.0,2,93210,0.0,26.0
60000.0,1,39160,3.0,95.0
60000.0,2,84000,0.0,19.0
60000.0,1,59220,3.0,39.0
60000.0,0,13015,5.0,63.0
60000.0,2,93000,0.0,18.0
60000.0,2,49112,0.0,34.0
60000.0,1,83640,20.0,400.0
60000.0,0,6100,7.0,71.0
60000.0,2,78100,0.0,10.0
60000.0,0,6450,3.0,41.0
60000.0,2,92500,0.0,9.0
60000.0,1,53700,2.0,85.0
60000.0,0,25000,3.0,54.0
60000.0,2,75014,0.0,10.0
60000.0,0,59580,2.0,50.0
60000.0,2,83510,0.0,30.0
60000.0,2,59200,0.0,20.0
60000.0,2,59800,0.0,14.0
60000.0,0,6850,2.0,37.0
60000.0,2,44470,0.0,21.0
60000.0,0,25000,3.0,54.0
60000.0,2,75014,0.0,10.0
60000.0,0,59580,2.0,50.0
60000.0,1,70240,4.0,97.0
60000.0,1,49450,0.0,90.0
60000.0,1,70320,10.0,190.0
60000.0,1,56310,3.0,51.0
60000.0,0,6100,7.0,71.0
60000.0,0,94320,5.0,60.0
60000.0,1,62117,3.0,80.0
60000.0,0,25750,4.0,90.0
60000.0,2,13105,0.0,10.0
60000.0,2,78100,0.0,10.0
60000.0,1,62270,5.0,87.0
60000.0,1,35460,4.0,140.0
523500.0,1,78490,9.0,230.0
525000.0,0,13100,4.0,92.0
525000.0,0,6200,3.0,80.0
525000.0,0,13100,3.0,70.0
529000.0,1,78810,5.0,106.0
529900.0,3,6600,4.0,83.0
530000.0,1,78400,4.0,88.0
532000.0,0,91570,5.0,101.0
534000.0,1,6460,4.0,129.0
535000.0,0,83000,4.0,101.0
535500.0,0,6200,3.0,102.0
535500.0,0,6700,3.0,102.0
535900.0,0,83700,2.0,54.0
544900.0,0,94300,3.0,60.0
545000.0,0,6200,3.0,86.0
545000.0,0,6400,4.0,85.0
545900.0,0,6520,3.0,134.0
550000.0,1,83250,4.0,100.0
550000.0,0,93100,6.0,93.0
550000.0,1,77340,7.0,180.0
60000.0,0,83390,5.0,42.0
60000.0,1,49110,4.0,180.0
60000.0,1,35420,3.0,65.0
60000.0,1,4190,3.0,54.0
60000.0,1,53700,4.0,100.0
60000.0,1,49420,7.0,140.0
60000.0,1,25340,2.0,92.0
60000.0,1,39160,3.0,95.0
60000.0,2,84000,0.0,19.0
60000.0,0,6440,2.0,26.0
60000.0,2,94800,0.0,22.0
60000.0,0,39100,2.0,38.0
60000.0,2,35800,0.0,10.0
60000.0,2,13008,0.0,11.0
60000.0,1,59124,4.0,115.0
60000.0,1,29300,3.0,62.0
60000.0,2,13090,0.0,23.0
60000.0,1,70800,3.0,96.0
60000.0,1,59220,3.0,39.0
60000.0,0,13015,5.0,63.0
60000.0,1,85710,3.0,70.0
60000.0,0,25200,3.0,60.0
60000.0,1,39330,5.0,80.0
60000.0,1,44690,4.0,80.0
60000.0,1,77100,0.0,50.0
60000.0,3,62760,4.0,96.0
60000.0,1,59244,0.0,72.0
60000.0,2,78100,0.0,10.0
60000.0,2,6450,0.0,17.0
60000.0,1,70320,10.0,190.0
60000.0,2,6130,0.0,29.0
60000.0,2,83780,0.0,23.0
60000.0,1,22630,2.0,55.0
60000.0,1,70240,4.0,97.0
60000.0,1,49450,0.0,90.0
60000.0,0,70000,3.0,52.0
60000.0,2,29000,0.0,18.0
60000.0,2,75019,0.0,6.0
60000.0,1,62460,2.0,60.0
60000.0,1,25610,4.0,78.0
60000.0,2,94240,0.0,17.0
60000.0,2,92240,0.0,10.0
60000.0,1,59460,5.0,95.0
60000.0,2,13008,0.0,11.0
60000.0,1,59220,3.0,39.0
60000.0,1,70500,3.0,96.0
60000.0,0,22110,3.0,65.0
60000.0,2,77120,0.0,21.0
60000.0,0,39800,2.0,150.0
60000.0,0,77480,2.0,36.0
60000.0,1,70800,3.0,97.0
60000.0,1,49600,4.0,180.0
60000.0,2,93210,0.0,26.0
60000.0,2,13014,0.0,18.0
60000.0,2,13290,0.0,20.0
60000.0,0,6440,3.0,43.0
60000.0,2,92290,0.0,11.0
60000.0,1,49420,7.0,140.0
60000.0,1,25340,2.0,92.0
60000.0,2,13014,0.0,18.0
60000.0,1,59360,3.0,80.0
60000.0,0,29200,2.0,20.0
60000.0,0,4100,2.0,33.0
60000.0,2,78210,0.0,19.0
60000.0,2,29000,0.0,20.0
60000.0,0,5300,2.0,45.0
60027.0,2,59100,0.0,19.0
60048.0,1,35620,3.0,90.0
60162.0,0,49400,2.0,39.0
60162.0,0,49400,2.0,39.0
60250.0,0,29600,3.0,56.0
60280.0,1,85450,4.0,70.0
60360.0,0,4100,2.0,33.0
60450.0,0,59300,2.0,31.0
60476.0,0,84220,3.0,58.0
60500.0,2,85300,0.0,34.0
60500.0,1,29690,3.0,49.0
60500.0,0,62400,2.0,41.0
60500.0,2,75009,0.0,9.0
60700.0,2,6450,0.0,34.0
60800.0,1,53700,4.0,101.0
60800.0,1,53160,5.0,86.0
60800.0,2,84000,0.0,21.0
60899.0,0,49400,2.0,38.0
60899.0,0,49400,2.0,38.0
60900.0,1,29530,5.0,200.0
60900.0,2,62810,0.0,31.0
60900.0,1,35240,0.0,97.0
60903.0,2,59140,0.0,18.0
61000.0,1,59220,3.0,86.0
61000.0,0,72700,5.0,82.0
61000.0,1,59590,2.0,57.0
61000.0,1,35370,0.0,84.0
61000.0,2,22000,0.0,24.0
61000.0,0,6540,2.0,33.0
61000.0,0,6670,2.0,25.0
61000.0,1,53220,3.0,60.0
61000.0,1,49260,3.0,90.0
61000.0,1,35430,2.0,60.0
61000.0,2,44000,0.0,23.0
61000.0,2,13015,0.0,31.0
61000.0,2,44470,0.0,22.0
61000.0,1,70500,4.0,103.0
61000.0,0,84000,2.0,34.0
61000.0,1,53220,3.0,60.0
61000.0,2,62000,0.0,23.0
61000.0,0,4120,2.0,40.0
